"codcli","Cliente","codven","Comercial","Cidade","status","Vendas","Frequencia","Ult_Compra"
"23967","Cliente_23967","34","Denny","RECIFE - PE - Brasil","A","1349.00","4","2025-01-13"
"23786","Cliente_23786","41","Edson","ILHA DE ITAMARACA - PE - Brasil","A","1348.00","2","2025-02-22"
"4051","Cliente_4051","41","Edson","RECIFE - PE - Brasil","A","1348.00","2","2025-01-13"
"11113","Cliente_11113","41","Edson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1347.00","4","2025-01-24"
"29716","Cliente_29716","41","Edson","OLINDA - PE - Brasil","A","1346.00","5","2025-02-11"
"18905","Cliente_18905","50","Rocha","RECIFE - PE - Brasil","A","1345.00","3","2024-11-13"
"41590","Cliente_41590","38","Junior","ALIANCA - PE - Brasil","A","1340.00","1","2024-12-29"
"45283","Cliente_45283","19","Evandro","PAULISTA - PE - Brasil","A","1340.00","2","2025-01-05"
"10739","Cliente_10739","51","Eraldo","PAULISTA - PE - Brasil","A","1340.00","1","2025-01-26"
"31901","Cliente_31901","28","Rodrigues","CONDADO - PE - Brasil","I","1340.00","1","2024-08-21"
"30324","Cliente_30324","21","Edilson","RECIFE - PE - Brasil","E","1340.00","1","2025-01-18"
"17455","Cliente_17455","42","Otavio","SALGUEIRO - PE - Brasil","E","1340.00","2","2024-10-23"
"6859","Cliente_6859","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","A","1337.00","8","2025-02-20"
"34210","Cliente_34210","19","Evandro","RECIFE - PE - Brasil","A","1335.00","4","2025-01-17"
"8527","Cliente_8527","28","Rodrigues","RECIFE - PE - Brasil","A","1335.00","6","2024-12-28"
"5441","Cliente_5441","41","Edson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1335.00","2","2024-09-15"
"37494","Cliente_37494","28","Rodrigues","RECIFE - PE - Brasil","A","1334.00","3","2024-10-13"
"45133","Cliente_45133","42","Otavio","RECIFE - PE - Brasil","A","1334.00","2","2024-09-29"
"46090","Cliente_46090","42","Otavio","AGUAS BELAS - PE - Brasil","A","1334.00","1","2024-12-22"
"40286","Cliente_40286","42","Otavio","VITORIA DE SANTO ANTAO - PE - Brasil","A","1334.00","2","2024-11-16"
"30230","Cliente_30230","38","Junior","ARACAJU - SE - Brasil","E","1333.01","1","2024-09-22"
"46070","Cliente_46070","16","Adelmo","MARUIM - SE - Brasil","A","1333.01","1","2024-12-20"
"11810","Cliente_11810","19","Evandro","OLINDA - PE - Brasil","A","1330.00","2","2024-12-17"
"46392","Cliente_46392","48","Flavio","RECIFE - PE - Brasil","A","1330.00","1","2025-01-24"
"5130","Cliente_5130","50","Rocha","OLINDA - PE - Brasil","A","1330.00","2","2024-10-09"
"45419","Cliente_45419","25","Gilmar","OLINDA - PE - Brasil","A","1330.00","5","2025-02-25"
"9942","Cliente_9942","23","Valter","RECIFE - PE - Brasil","I","1330.00","1","2024-08-04"
"39712","Cliente_39712","48","Flavio","RECIFE - PE - Brasil","A","1330.00","3","2025-02-08"
"35108","Cliente_35108","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","1330.00","2","2024-11-28"
"44703","Cliente_44703","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","1330.00","3","2024-09-13"
"42714","Cliente_42714","16","Adelmo","RECIFE - PE - Brasil","A","1330.00","1","2025-02-15"
"44557","Cliente_44557","34","Denny","PETROLANDIA - PE - Brasil","A","1329.00","2","2024-12-07"
"26174","Cliente_26174","34","Denny","JABOATAO DOS GUARARAPES - PE - Brasil","A","1329.00","3","2024-11-28"
"4371","Cliente_4371","38","Junior","OLINDA - PE - Brasil","A","1327.00","2","2024-12-29"
"44309","Cliente_44309","50","Rocha","RECIFE - PE - Brasil","I","1327.00","2","2024-07-14"
"745","Cliente_745","41","Edson","RECIFE - PE - Brasil","A","1325.00","6","2025-02-28"
"9258","Cliente_9258","23","Valter","RECIFE - PE - Brasil","A","1325.00","1","2024-10-30"
"44026","Cliente_44026","16","Adelmo","RECIFE - PE - Brasil","A","1321.00","8","2025-02-03"
"33980","Cliente_33980","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","1320.00","3","2024-11-08"
"5301","Cliente_5301","51","Eraldo","RECIFE - PE - Brasil","A","1320.00","1","2025-01-11"
"44383","Cliente_44383","38","Junior","ABREU E LIMA - PE - Brasil","I","1320.00","1","2024-07-21"
"30268","Cliente_30268","48","Flavio","ALIANCA - PE - Brasil","A","1320.00","5","2025-02-23"
"44707","Cliente_44707","25","Gilmar","RECIFE - PE - Brasil","A","1320.00","4","2025-01-03"
"36680","Cliente_36680","25","Gilmar","CABODE SANTO AGOSTINHO - PE - Brasil","A","1317.00","6","2025-01-13"
"26693","Cliente_26693","41","Edson","IPOJUCA - PE - Brasil","A","1316.00","2","2024-10-10"
"2229","Cliente_2229","8","Jonas","VITORIA DE SANTO ANTAO - PE - Brasil","A","1316.00","2","2024-11-13"
"41462","Cliente_41462","42","Otavio","SAO LOURENCO DA MATA - PE - Brasil","I","1314.00","1","2024-08-29"
"7920","Cliente_7920","28","Rodrigues","CORTES - PE - Brasil","A","1313.00","4","2024-12-23"
"42677","Cliente_42677","51","Eraldo","VICENCIA - PE - Brasil","A","1312.00","3","2025-01-13"
"25500","Cliente_25500","41","Edson","BARREIROS - PE - Brasil","A","1309.00","3","2025-01-10"
"44937","Cliente_44937","3","AdelmoAS","SAO JOSE - SC - Brasil","N","1307.84","1","2024-10-23"
"8034","Cliente_8034","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","1305.00","3","2024-09-09"
"17096","Cliente_17096","48","Flavio","RECIFE - PE - Brasil","A","1302.00","3","2025-02-10"
"8638","Cliente_8638","38","Junior","RECIFE - PE - Brasil","I","1300.00","2","2024-08-18"
"10247","Cliente_10247","19","Evandro","IPOJUCA - PE - Brasil","E","1300.00","3","2024-12-02"
"42297","Cliente_42297","38","Junior","RECIFE - PE - Brasil","A","1300.00","1","2025-02-05"
"38086","Cliente_38086","38","Junior","CARUARU - PE - Brasil","A","1300.00","1","2025-02-10"
"45614","Cliente_45614","38","Junior","SERRA TALHADA - PE - Brasil","E","1300.00","1","2024-11-07"
"42180","Cliente_42180","38","Junior","CHA GRANDE - PE - Brasil","A","1300.00","1","2024-12-31"
"24577","Cliente_24577","19","Evandro","IPOJUCA - PE - Brasil","A","1300.00","4","2024-09-27"
"15396","Cliente_15396","50","Rocha","SURUBIM - PE - Brasil","A","1300.00","4","2024-11-11"
"2747","Cliente_2747","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","P","1300.00","3","2024-11-14"
"40420","Cliente_40420","48","Flavio","PAUDALHO - PE - Brasil","A","1300.00","1","2024-10-06"
"40777","Cliente_40777","48","Flavio","OLINDA - PE - Brasil","A","1300.00","1","2024-12-04"
"14997","Cliente_14997","34","Denny","RECIFE - PE - Brasil","A","1300.00","2","2025-01-15"
"46232","Cliente_46232","25","Gilmar","RECIFE - PE - Brasil","A","1300.00","1","2025-01-05"
"4566","Cliente_4566","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","1299.00","3","2025-01-28"
"12501","Cliente_12501","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1297.00","2","2025-01-25"
"4733","Cliente_4733","42","Otavio","IPOJUCA - PE - Brasil","A","1296.00","2","2025-02-16"
"34920","Cliente_34920","48","Flavio","RECIFE - PE - Brasil","A","1296.00","1","2025-01-18"
"30175","Cliente_30175","38","Junior","PALMARES - PE - Brasil","A","1296.00","5","2025-01-14"
"16954","Cliente_16954","41","Edson","RECIFE - PE - Brasil","A","1296.00","1","2024-12-28"
"35452","Cliente_35452","41","Edson","FERREIROS - PE - Brasil","A","1295.00","2","2025-01-06"
"45463","Cliente_45463","42","Otavio","ARACOIABA - PE - Brasil","A","1295.00","1","2024-10-25"
"42012","Cliente_42012","28","Rodrigues","RECIFE - PE - Brasil","A","1293.00","3","2025-01-25"
"46057","Cliente_46057","38","Junior","RECIFE - PE - Brasil","A","1290.00","3","2025-02-10"
"45123","Cliente_45123","38","Junior","VITORIA DE SANTO ANTAO - PE - Brasil","A","1290.00","1","2024-09-27"
"34596","Cliente_34596","42","Otavio","OLINDA - PE - Brasil","A","1290.00","3","2025-02-23"
"4506","Cliente_4506","38","Junior","RIO FORMOSO - PE - Brasil","A","1290.00","2","2024-10-02"
"26427","Cliente_26427","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","1288.00","1","2024-11-04"
"29057","Cliente_29057","50","Rocha","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1288.00","6","2025-02-10"
"4559","Cliente_4559","16","Adelmo","RECIFE - PE - Brasil","A","1287.00","6","2025-01-01"
"22495","Cliente_22495","28","Rodrigues","RECIFE - PE - Brasil","A","1285.00","8","2025-02-19"
"181548","Cliente_181548","34","Denny","ITAMBE - PE - Brasil","A","1283.00","1","2025-01-18"
"27077","Cliente_27077","41","Edson","GARANHUNS - PE - Brasil","I","1283.00","1","2024-07-13"
"11040","Cliente_11040","41","Edson","OLINDA - PE - Brasil","A","1283.00","4","2024-11-15"
"31233","Cliente_31233","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","I","1282.00","1","2024-08-17"
"28510","Cliente_28510","48","Flavio","SANTA CRUZ - PE - Brasil","A","1280.00","1","2024-09-21"
"15354","Cliente_15354","51","Eraldo","GOIANA - PE - Brasil","A","1280.00","1","2024-10-02"
"45951","Cliente_45951","21","Edilson","BETANIA - PE - Brasil","A","1280.00","1","2024-12-13"
"23053","Cliente_23053","8","Jonas","RECIFE - PE - Brasil","I","1280.00","1","2024-08-17"
"45938","Cliente_45938","48","Flavio","RECIFE - PE - Brasil","A","1280.00","2","2024-12-11"
"44878","Cliente_44878","28","Rodrigues","GOIANA - PE - Brasil","A","1280.00","1","2024-09-03"
"43963","Cliente_43963","3","AdelmoAS","SAO PAULO - SP - Brasil","I","1278.81","2","2024-07-20"
"3001","Cliente_3001","26","Carlos Augusto","RECIFE - PE - Brasil","A","1278.00","2","2025-01-11"
"44071","Cliente_44071","50","Rocha","RECIFE - PE - Brasil","A","1278.00","3","2025-02-08"
"31871","Cliente_31871","19","Evandro","IGARASSU - PE - Brasil","A","1275.00","8","2025-01-17"
"7325","Cliente_7325","48","Flavio","RECIFE - PE - Brasil","A","1274.00","2","2025-02-02"
"6111","Cliente_6111","42","Otavio","RECIFE - PE - Brasil","A","1273.00","2","2024-09-15"
"11034","Cliente_11034","50","Rocha","OLINDA - PE - Brasil","A","1272.00","1","2025-02-20"
"27793","Cliente_27793","21","Edilson","RECIFE - PE - Brasil","I","1271.00","1","2024-07-11"
"43435","Cliente_43435","8","Jonas","ABREU E LIMA - PE - Brasil","A","1270.00","2","2025-02-13"
"2256","Cliente_2256","25","Gilmar","DELMIRO GOUVEIA - AL - Brasil","A","1269.89","2","2025-01-10"
"6801","Cliente_6801","38","Junior","RECIFE - PE - Brasil","I","1269.00","1","2024-07-05"
"41383","Cliente_41383","42","Otavio","RECIFE - PE - Brasil","A","1268.00","3","2025-02-10"
"15958","Cliente_15958","19","Evandro","GAMELEIRA - PE - Brasil","A","1264.00","2","2025-02-28"
"44392","Cliente_44392","50","Rocha","IGARASSU - PE - Brasil","I","1261.00","1","2024-07-21"
"44487","Cliente_44487","48","Flavio","ALIANCA - PE - Brasil","I","1260.00","2","2024-07-31"
"42558","Cliente_42558","42","Otavio","RECIFE - PE - Brasil","A","1257.00","6","2024-12-31"
"35700","Cliente_35700","38","Junior","OLINDA - PE - Brasil","A","1257.00","3","2024-09-06"
"5242","Cliente_5242","42","Otavio","SIRINHAEM - PE - Brasil","A","1256.00","4","2024-12-20"
"183088","Cliente_183088","19","Evandro","CAMARAGIBE - PE - Brasil","P","1255.00","1","2024-08-21"
"10239","Cliente_10239","25","Gilmar","OLINDA - PE - Brasil","A","1255.00","2","2024-12-23"
"38824","Cliente_38824","8","Jonas","RECIFE - PE - Brasil","A","1255.00","4","2024-12-28"
"44552","Cliente_44552","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","1255.00","4","2025-02-11"
"35266","Cliente_35266","34","Denny","RECIFE - PE - Brasil","A","1254.00","1","2024-12-21"
"32026","Cliente_32026","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","1253.00","3","2024-09-16"
"45782","Cliente_45782","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1250.00","1","2024-11-27"
"45935","Cliente_45935","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","1250.00","1","2024-12-11"
"44709","Cliente_44709","48","Flavio","ESCADA - PE - Brasil","I","1250.00","1","2024-08-18"
"415","Cliente_415","28","Rodrigues","OLINDA - PE - Brasil","A","1250.00","2","2025-01-19"
"44149","Cliente_44149","25","Gilmar","BREJO SANTO - CE - Brasil","I","1250.00","2","2024-07-14"
"14130","Cliente_14130","48","Flavio","RIBEIRAO - PE - Brasil","A","1250.00","2","2024-10-17"
"8883","Cliente_8883","25","Gilmar","RIBEIRAO - PE - Brasil","I","1250.00","1","2024-08-29"
"34891","Cliente_34891","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","I","1250.00","1","2024-08-29"
"44315","Cliente_44315","38","Junior","RECIFE - PE - Brasil","I","1250.00","1","2024-07-14"
"25334","Cliente_25334","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1250.00","1","2025-02-19"
"183161","Cliente_183161","19","Evandro","RECIFE - PE - Brasil","A","1250.00","1","2024-09-20"
"26542","Cliente_26542","48","Flavio","PAULISTA - PE - Brasil","A","1249.00","1","2025-02-20"
"44747","Cliente_44747","28","Rodrigues","SAO LOURENCO DA MATA - PE - Brasil","A","1249.00","3","2025-02-28"
"27497","Cliente_27497","38","Junior","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1248.00","3","2024-11-08"
"36813","Cliente_36813","34","Denny","PAULISTA - PE - Brasil","A","1247.00","1","2025-02-19"
"182758","Cliente_182758","25","Gilmar","RECIFE - PE - Brasil","E","1246.00","4","2025-01-28"
"12053","Cliente_12053","8","Jonas","RECIFE - PE - Brasil","A","1246.00","5","2025-02-17"
"7896","Cliente_7896","23","Valter","ARAPIRACA - AL - Brasil","E","1245.76","1","2024-11-09"
"30060","Cliente_30060","50","Rocha","RECIFE - PE - Brasil","E","1245.00","4","2024-11-10"
"26914","Cliente_26914","19","Evandro","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1243.00","1","2025-01-19"
"21449","Cliente_21449","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","1242.00","2","2025-02-08"
"11990","Cliente_11990","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","1240.00","1","2025-02-08"
"15292","Cliente_15292","41","Edson","RECIFE - PE - Brasil","A","1240.00","10","2025-02-18"
"42779","Cliente_42779","34","Denny","GRAVATA - PE - Brasil","A","1240.00","1","2025-02-19"
"42701","Cliente_42701","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","I","1240.00","2","2024-08-14"
"7810","Cliente_7810","28","Rodrigues","CONDADO - PE - Brasil","A","1240.00","2","2024-10-07"
"21066","Cliente_21066","19","Evandro","RECIFE - PE - Brasil","A","1239.00","4","2025-01-12"
"46399","Cliente_46399","50","Rocha","RECIFE - PE - Brasil","A","1235.00","1","2025-01-24"
"34925","Cliente_34925","25","Gilmar","RECIFE - PE - Brasil","A","1235.00","2","2024-12-02"
"22282","Cliente_22282","25","Gilmar","RECIFE - PE - Brasil","A","1235.00","4","2025-02-12"
"42979","Cliente_42979","21","Edilson","SAO LOURENCO DA MATA - PE - Brasil","A","1235.00","5","2025-01-15"
"5559","Cliente_5559","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","1233.00","3","2024-10-27"
"33293","Cliente_33293","51","Eraldo","ITAQUITINGA - PE - Brasil","A","1233.00","4","2024-10-27"
"5044","Cliente_5044","48","Flavio","CAMARAGIBE - PE - Brasil","A","1232.00","4","2024-12-27"
"45187","Cliente_45187","50","Rocha","MACEIO - AL - Brasil","A","1232.00","1","2024-10-02"
"5634","Cliente_5634","19","Evandro","CAMARAGIBE - PE - Brasil","A","1230.00","2","2025-01-04"
"44804","Cliente_44804","51","Eraldo","BARREIROS - PE - Brasil","I","1230.00","1","2024-08-28"
"38669","Cliente_38669","3","AdelmoAS","JABOATAO DOS GUARARAPES - PE - Brasil","P","1230.00","1","2025-02-28"
"45544","Cliente_45544","50","Rocha","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1230.00","1","2024-11-01"
"44283","Cliente_44283","19","Evandro","BEZERROS - PE - Brasil","I","1230.00","1","2024-07-13"
"9712","Cliente_9712","42","Otavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1229.00","2","2024-09-21"
"15828","Cliente_15828","3","AdelmoAS","BRAGANCA PAULISTA - SP - Brasil","N","1228.17","1","2024-12-01"
"7327","Cliente_7327","28","Rodrigues","GOIANA - PE - Brasil","A","1228.00","2","2025-02-11"
"21812","Cliente_21812","28","Rodrigues","RECIFE - PE - Brasil","A","1228.00","3","2025-02-18"
"44932","Cliente_44932","41","Edson","ARARIPINA - PE - Brasil","A","1225.00","1","2024-09-07"
"44380","Cliente_44380","51","Eraldo","RIACHO DAS ALMAS - PE - Brasil","A","1225.00","2","2024-09-15"
"184840","Cliente_184840","41","Edson","RECIFE - PE - Brasil","A","1221.00","4","2025-01-24"
"37164","Cliente_37164","48","Flavio","RECIFE - PE - Brasil","A","1220.00","1","2024-10-17"
"19903","Cliente_19903","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","1220.00","7","2024-09-05"
"44919","Cliente_44919","16","Adelmo","RECIFE - PE - Brasil","A","1220.00","1","2024-09-07"
"18987","Cliente_18987","28","Rodrigues","CAMARAGIBE - PE - Brasil","A","1220.00","1","2024-09-30"
"35282","Cliente_35282","25","Gilmar","CARPINA - PE - Brasil","A","1219.00","3","2024-12-07"
"4584","Cliente_4584","41","Edson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1218.00","1","2024-11-07"
"45777","Cliente_45777","34","Denny","TRACUNHAEM - PE - Brasil","A","1215.00","1","2025-01-18"
"43765","Cliente_43765","38","Junior","OLINDA - PE - Brasil","I","1215.00","1","2024-08-24"
"26698","Cliente_26698","28","Rodrigues","RECIFE - PE - Brasil","I","1213.00","3","2024-08-17"
"32466","Cliente_32466","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","1212.00","2","2024-11-07"
"30349","Cliente_30349","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","A","1211.00","2","2024-11-17"
"45515","Cliente_45515","38","Junior","SALGUEIRO - PE - Brasil","A","1208.00","1","2024-10-30"
"23115","Cliente_23115","25","Gilmar","RECIFE - PE - Brasil","A","1207.00","2","2024-12-24"
"8025","Cliente_8025","41","Edson","RECIFE - PE - Brasil","A","1205.50","5","2025-01-11"
"7155","Cliente_7155","51","Eraldo","PAULISTA - PE - Brasil","A","1205.00","2","2024-11-23"
"19843","Cliente_19843","50","Rocha","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1203.00","2","2024-10-25"
"5994","Cliente_5994","25","Gilmar","RECIFE - PE - Brasil","A","1201.00","2","2025-01-17"
"34665","Cliente_34665","42","Otavio","RECIFE - PE - Brasil","A","1200.00","10","2025-02-12"
"21639","Cliente_21639","48","Flavio","VITORIA DE SANTO ANTAO - PE - Brasil","I","1200.00","1","2024-08-14"
"32113","Cliente_32113","25","Gilmar","AGRESTINA - PE - Brasil","A","1200.00","1","2024-09-29"
"43001","Cliente_43001","16","Adelmo","OLINDA - PE - Brasil","A","1200.00","1","2024-10-05"
"21165","Cliente_21165","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","1200.00","1","2025-02-02"
"30258","Cliente_30258","16","Adelmo","IPOJUCA - PE - Brasil","A","1200.00","1","2025-01-11"
"8664","Cliente_8664","34","Denny","CARUARU - PE - Brasil","A","1200.00","1","2025-02-22"
"44103","Cliente_44103","48","Flavio","RECIFE - PE - Brasil","I","1200.00","3","2024-07-24"
"44598","Cliente_44598","21","Edilson","RECIFE - PE - Brasil","I","1200.00","1","2024-08-09"
"45995","Cliente_45995","19","Evandro","IGUARACI - PE - Brasil","A","1200.00","1","2024-12-15"
"46483","Cliente_46483","38","Junior","RECIFE - PE - Brasil","A","1200.00","1","2025-02-03"
"37491","Cliente_37491","16","Adelmo","CARPINA - PE - Brasil","A","1200.00","2","2024-09-28"
"45290","Cliente_45290","25","Gilmar","ESCADA - PE - Brasil","A","1200.00","1","2024-10-23"
"15685","Cliente_15685","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","I","1200.00","2","2024-08-21"
"45254","Cliente_45254","16","Adelmo","AGUAS BELAS - PE - Brasil","A","1200.00","1","2024-10-06"
"28928","Cliente_28928","16","Adelmo","RECIFE - PE - Brasil","A","1200.00","2","2025-02-28"
"17154","Cliente_17154","8","Jonas","RECIFE - PE - Brasil","A","1200.00","1","2024-09-03"
"32461","Cliente_32461","34","Denny","JABOATAO DOS GUARARAPES - PE - Brasil","A","1199.00","5","2025-01-28"
"33408","Cliente_33408","51","Eraldo","TAMANDARE - PE - Brasil","A","1197.00","3","2024-11-27"
"39565","Cliente_39565","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","1195.00","4","2024-12-23"
"28766","Cliente_28766","19","Evandro","ESCADA - PE - Brasil","A","1195.00","2","2024-11-07"
"27791","Cliente_27791","51","Eraldo","TIMBAUBA - PE - Brasil","A","1195.00","1","2025-02-08"
"15581","Cliente_15581","51","Eraldo","RECIFE - PE - Brasil","A","1194.00","6","2025-01-19"
"184712","Cliente_184712","28","Rodrigues","RECIFE - PE - Brasil","*","1193.00","4","2024-12-24"
"40911","Cliente_40911","26","Carlos Augusto","SALGUEIRO - PE - Brasil","A","1192.00","2","2025-02-11"
"32756","Cliente_32756","25","Gilmar","RECIFE - PE - Brasil","A","1191.00","5","2024-12-09"
"42169","Cliente_42169","23","Valter","CARIRA - SE - Brasil","A","1190.00","1","2024-10-11"
"28154","Cliente_28154","41","Edson","SAO JOSE DO BELMONTE - PE - Brasil","I","1190.00","1","2024-08-21"
"9444","Cliente_9444","48","Flavio","POMBOS - PE - Brasil","A","1189.00","1","2024-10-10"
"35803","Cliente_35803","42","Otavio","PAULISTA - PE - Brasil","A","1189.00","3","2025-02-28"
"41450","Cliente_41450","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","1188.00","3","2025-02-22"
"31478","Cliente_31478","28","Rodrigues","LAGOA DE ITAENGA - PE - Brasil","A","1188.00","1","2024-09-26"
"27618","Cliente_27618","16","Adelmo","BAYEUX - PB - Brasil","E","1187.59","1","2025-01-28"
"41991","Cliente_41991","48","Flavio","RECIFE - PE - Brasil","A","1185.00","2","2025-02-28"
"40340","Cliente_40340","25","Gilmar","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1185.00","4","2025-02-26"
"9080","Cliente_9080","25","Gilmar","OLINDA - PE - Brasil","A","1185.00","1","2024-11-14"
"36089","Cliente_36089","25","Gilmar","GOIANA - PE - Brasil","A","1180.00","1","2024-09-19"
"184889","Cliente_184889","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","I","1180.00","1","2024-07-25"
"28021","Cliente_28021","42","Otavio","GRAVATA - PE - Brasil","A","1180.00","1","2024-12-07"
"29990","Cliente_29990","16","Adelmo","PAULISTA - PE - Brasil","I","1180.00","4","2024-08-16"
"38734","Cliente_38734","16","Adelmo","MORENO - PE - Brasil","A","1180.00","2","2024-10-03"
"46033","Cliente_46033","51","Eraldo","RECIFE - PE - Brasil","A","1180.00","1","2024-12-17"
"25780","Cliente_25780","25","Gilmar","RECIFE - PE - Brasil","A","1180.00","4","2025-02-08"
"24115","Cliente_24115","34","Denny","RECIFE - PE - Brasil","A","1180.00","1","2024-10-02"
"29256","Cliente_29256","8","Jonas","RECIFE - PE - Brasil","I","1180.00","2","2024-09-01"
"727","Cliente_727","42","Otavio","BAYEUX - PB - Brasil","A","1180.00","2","2024-09-27"
"40447","Cliente_40447","16","Adelmo","RECIFE - PE - Brasil","A","1180.00","1","2024-12-16"
"45642","Cliente_45642","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","1180.00","1","2024-11-16"
"15996","Cliente_15996","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","1179.00","5","2025-02-26"
"4184","Cliente_4184","50","Rocha","SAO LOURENCO DA MATA - PE - Brasil","A","1178.00","2","2025-02-08"
"45811","Cliente_45811","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","A","1176.00","1","2024-11-28"
"9447","Cliente_9447","28","Rodrigues","RECIFE - PE - Brasil","A","1175.00","2","2025-01-03"
"182560","Cliente_182560","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","P","1172.00","3","2025-02-12"
"30920","Cliente_30920","48","Flavio","RECIFE - PE - Brasil","A","1170.00","3","2025-01-10"
"37467","Cliente_37467","25","Gilmar","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1170.00","2","2024-11-17"
"8657","Cliente_8657","38","Junior","RECIFE - PE - Brasil","A","1170.00","2","2024-09-26"
"31543","Cliente_31543","28","Rodrigues","VITORIA DE SANTO ANTAO - PE - Brasil","A","1170.00","1","2024-10-16"
"42382","Cliente_42382","38","Junior","IGARASSU - PE - Brasil","I","1170.00","1","2024-08-03"
"24776","Cliente_24776","38","Junior","PAULISTA - PE - Brasil","A","1170.00","1","2025-01-26"
"23255","Cliente_23255","41","Edson","ESCADA - PE - Brasil","A","1170.00","1","2025-01-17"
"11446","Cliente_11446","25","Gilmar","CABO DE SANTO AGOSTINHO - PE - Brasil","A","1170.00","3","2025-02-28"
"17291","Cliente_17291","28","Rodrigues","PILOES - PB - Brasil","A","1169.00","3","2024-10-27"
"45617","Cliente_45617","21","Edilson","JABOATAO DOS GUARARAPES - PE - Brasil","A","1168.00","1","2024-11-08"
"334","Cliente_334","28","Rodrigues","ESCADA - PE - Brasil","A","1167.00","2","2025-02-11"
"34780","Cliente_34780","16","Adelmo","RECIFE - PE - Brasil","A","1166.00","3","2024-12-20"
"15304","Cliente_15304","50","Rocha","SAO LOURENCO DA MATA - PE - Brasil","A","1163.00","4","2024-12-02"
"23724","Cliente_23724","23","Valter","SANTA RITA - PB - Brasil","A","1163.00","2","2025-01-26"
"2653","Cliente_2653","41","Edson","RECIFE - PE - Brasil","A","1161.00","7","2025-02-09"
"184642","Cliente_184642","28","Rodrigues","ARARIPINA - PE - Brasil","A","1160.00","2","2025-02-10"
"44386","Cliente_44386","19","Evandro","MORENO - PE - Brasil","I","1160.00","1","2024-07-21"
"29951","Cliente_29951","16","Adelmo","OURICURI - PE - Brasil","E","1160.00","2","2024-09-28"
"19561","Cliente_19561","38","Junior","RECIFE - PE - Brasil","A","1158.00","2","2025-02-24"
"45999","Cliente_45999","50","Rocha","RECIFE - PE - Brasil","A","1158.00","1","2024-12-15"
"44201","Cliente_44201","41","Edson","SAO LOURENCO DA MATA - PE - Brasil","P","1157.00","3","2024-10-18"
"21309","Cliente_21309","21","Edilson","FLORIANO - PI - Brasil","E","1155.40","1","2025-02-15"
"15516","Cliente_15516","41","Edson","SERRA TALHADA - PE - Brasil","A","1155.00","1","2024-10-09"
"29965","Cliente_29965","16","Adelmo","RECIFE - PE - Brasil","A","1155.00","2","2024-11-25"
"37220","Cliente_37220","28","Rodrigues","RECIFE - PE - Brasil","A","1155.00","2","2024-10-16"
"17632","Cliente_17632","8","Jonas","RECIFE - PE - Brasil","A","1155.00","2","2024-11-27"
