Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
251316074,5,2015-1,United States,Going during a low season was a great idea. Low wait times and beautiful weather. Kids had a blast! Definitely will go again!,Disneyland_California
251261365,5,2015-1,United Kingdom,This was our first time here as a family and we can't wait to go back again next year hopefully. We took our 3 year old daughter for her first time and she hasn't stopped talking about it.What a wonderful place to get away from the real world. It was a nice time of year to go as it was not too busy. The line ups weren't bad and we were able to see many characters.Great time,Disneyland_California
251195743,5,2014-6,Australia,The park is full of fun and is just magically and must for everyone. All the rides suits everyone and this was my second visit and it was just as good as the first. Everyone is friendly and there is alot of enjoyment here. Wear comfortable shoes.,Disneyland_California
251187122,5,2014-6,United States,"If this is your first time in California, definitely put Disneyland high up on your to do list. This is a place of childhood and nostalgia. It's such an adorable place, and you can never go wrong here. The lines are DEFINITELY ridiculous here however (3 hours for ONE ride). However, I think all ages will love this place; it has a certain charm that almost makes you forget you're in the big city. I recommend staying the whole day; any shorter is just too short.",Disneyland_California
251181746,5,2015-1,United States,"It's Disney and it is oh so good! The magic is there and it is not too large and not too small; you can have a great time in 1 day or spread it out and enjoy it over multiple days; tons of character spots for photos; therefore not necessary to have a character dinner or breakfast like you might at Disney World in Florida. Everything is simply much more accessible in Disney Land. My 3.5 year old had an absolute blast as did I and my husband. We joined up with family and made use of the rider switch so the adults could all enjoy the bigger rides that my son could not go on. Overall, an enchanted, outstanding experience!! Tip: if you arrive 15 minutes prior to the opening hour of the park, the characters are at the start of Main St and ready and willing to sign autographs; fast pass sign ups are only one per hour (so you can run to get a fast pass for Space Mountain AND Autotopia; you have to wait until you first fast pass expires). But I totally recommend fast pass for all the major rides to avoid the long lines! Enjoy!!",Disneyland_California
251132372,3,2014-12,Germany,"Recently spent a day at the Disneyland Park and found it to be extremely crowded for a Tuesday. Waiting times at all attractions were more than 60 minutes, sometimes even closer to two hours. Fast passes were handed out at noon for times past 9PM.We had dinner at the River Belle Terrace, which was expensive and very disappointing.At night we watched the Fantasmic Show, which was fun and very nicely done.Overall, our experience was below our expectations and we would probably not be back too soon.",Disneyland_California
251130779,3,2014-9,United States,iwent there when the measles were going arounld there so i got sick alot so dont go there  if u have not have your vacsean,Disneyland_California
251123394,5,2015-1,United States,"Many original features can still be found in this park, making it a great experience for all Disney fans. Rides are similar to Magic Kingdom in WDW but with enough differences to make it a very worthwhile visit. The Fantasmic show is definitely better than in WDW, But get your fastpass early to secure a decent viewing spot. ",Disneyland_California
251025729,5,2015-1,Australia,"Our family really enjoyed Disneyland. We only did 1 day 1 park which I think is enough. We wont have time to do park hopper. My suggestion is please have Fast Pass option for Finding Nemo as there is very long queue for this attraction even on the non peak time (weekday in winter). For anyone who drives, there are option of cheaper all day parking at the hotels across the street from Disneyland such as Tropicana Inn and Camelot. We parked whole day for $12 and it is very close to walk to Disneyland.",Disneyland_California
251022395,5,2014-12,Australia,We came all the way from Australia and it did not disappoint. The kids loved meeting the characters however some of the lines were very long. The rides were as we expected and some of them had long waits as well. The Looney Tune park was the quietest part of the park with rides only a short wait. The food was a little pricey compared to everywhere else in America. There was no real option for breakfast so you would be better off eating before you arrived or at the downtown area. The park was extremely busy being just before Christmas but this didn't bother us too much.We had been anticipating a trip to Disneyland since small children and it was everything that I had envisioned.The fireworks during the night were ok however after getting a spot early we were forced by staff to stand an hour later and wait another hour for them to start and finish. No one around us seemed happy with the arrangement after we all got in early so we wouldn't have to stand. The kids complained about their feet hurting and this was the only let down of the day.,Disneyland_California
251018084,4,2014-3,Philippines,"The last time I was here was in 2008, so please keep in mind that I don't have the most up to date review. There is so much to do here you will need days and partially it's because you have to stand in very long lines for literally everything. Bathroom, food, rides, line to get in, etc. That's the biggest downside to this place. Sure they have fast pass, but it's still a good portion of your day to wait. There's a lot to see even if you don't ride on anything and a lot of great food if you like to eat. Normally I would give a place that has extremely long waits and is severely overpriced to get in a 3 star but this is Disneyland...it deserves at least a 4 :) There are lots of great memories for me here. Stay for the fireworks show or leave and come back. It's worth it!I also recommend that for parents, you should rent your stroller there. Singles and doubles are available. It's much easier and you don't need to worry about your personal stroller getting stolen. :)",Disneyland_California
251015826,4,2015-1,United States,"We're kind of limited what we can do on our vacations as my 4 year old is averse to dark, loud or scary rides, so the majority of the time was spent on spinning rides, trains, flying rides (Dumbo) and It's a Small World. Fortunately, Disneyland has enough of those type rides that he was engaged for 8 hours and a happy little kid. Both my wife and I had been to Disney years ago, so we didn't need to check out Space Mountain or the Matterhorn, or any more thrilling ride on this trip. The lines for our rides were generally less than a 15 minute wait on a mid week day. I met my family at the park  I needed to sleep in and parked in one of the lots for $17 and took a tram to the entrance to the parks. The other day we all took a shuttle to from our hotel. Disneyland pales in comparison to the newer and much larger Disneyworld in FL, but it's still pretty cool to be able to go with you family, despite the crowds and the prices.",Disneyland_California
250997604,5,2014-7,United States,"I was here for a summer vacation in July and it was a trip to remember. We had military discount and it gave us THREE days for both California Adventures and Disneyland for $99, we saved $300 which was a fantastic deal. The parks themselves were fun and crowded, but to beat the lines at our favorite rides, we downloaded the Disneyland App that told us how long each line was for each attraction which was perfect because we could easily map out where we wanted to go. Also, there was an app for where each of the characters were at so that we were able to catch up to them a get a pic. Everyone was super friendly and we went on many of the rides more than once each day. There was always something new every time we went as well. The first night we watched the color show and the second and third we watched the firework show. The food was also great but very expensive. But another perk of Disneyland is that they allowed us to bring our own food ! Not many parks do that and we were amazed that they offered that option. I'm not a fan of roller coasters but many assured me that Disneyland and California Adventure had the safest rides and so I took on some of the rides and felt very safe and secured. All in all, we had the best time in Disneyland. I would definitely come back again when I have the chance !",Disneyland_California
250995192,3,2014-12,United States,"Waits and lines just TOO TOO TOO long...3 hours for Radiator Springs? Ridiculous! Several times we were in line for a ride and they closed the ride for one reason or another.  Mike  at Disney California Adventure Park  slept in  so the first show of the day was CANCELLED!!! Really???? Inexcusable. Especially after you rush there with small children first thing of the day so that you can get more things rides shows done only to find that your rushing there was a COMPLETE waste of time and now we had to go rush to somewhere else where the lines were ALREADY long. They could have easily told us as we entered that the Monsters Inc show was cancelled rather than telling us exactly how to get there! I was VERY disappointed in Disney...they have really not kept their eye on the ball and are losing the game. We spent of $3,000.00 to take this trip and it was not worth $1K.",Disneyland_California
250979578,5,2014-12,United States,"So I didn't want to stay home this year and bring in the new year. So went to disneyland. Yes I had a blast but there were so many people that it took a minimum of a hour to get into the rides. Fast pass was available but at weird times. You won't be able to get into all the rides unless you come back the following day. Even getting food was a nightmare. Night time was alot of fun cause of the concert, Dj and fireworks. But I don't I would bring the new years again at Disneyland unless I get in for free. Just way to many people . So go early in the year if you want to enjoy the rides,food,and everything else disneyland offers.",Disneyland_California
250975074,4,2015-1,United States,"We're Annual Passholders and over the years we're finding that February is not the best month to enjoy ALL the rides and shows are that are typically available in the summer and Holiday Season months. So many Major rides and shows that we enjoy were shut down: Matterhorn, Splash Mountain, ALL of the North West area of California Adventure (Grizzly Peak, Condor Flats, etc.) that includes: Soarin', Grizzly River Run, in addition to the World of Color show, Disney's Aladdin show, Redwood Creek Challenge Trail, The Mad T Party, etc. Though we visit the Parks in January often to celebrate our Birthdays and to get away from crowds, it seems the crowds are becoming larger and the number of attractions that are open are becoming fewer. We're also EXTREMELY UPSET WITH DISNEY for getting rid of certain acts (i.e. Billy Hill and the Hillbillies   a disgusting way that Disney suddenly let them go after showing up to work one day) in order to cut costs, yet the ticket price keeps going up and up and up. We've also noticed that some of our regular food favorites are changing to cheaper food items (i.e. the salads at Pizza Port are using more iceburg romaine lettuce instead of the nice mixed greens once used in the cranberry walnut salad). We probably will not be buying an Annual Pass again this year because of these changes.",Disneyland_California
250968911,5,2014-9,United States,"Disneyland is such a magical place, I went when I was 10 and to go back as an adult I have to say, was just as fun, if not more! Space Mountain is my absolute favourite rollercoaster, there can be a long wait but it's a long ride so definitely worth it. You can choose to get a ticket with a time to come back and skip the line so we did that a couple of times and went on other rides that were less busy. I also love Splash Mountain and couldn't resist screaming like a kid during the last plunge down at the end. You get a little wet but all part of the fun. I love seeing Mickey, Minnie etc walking around the park   good chance to get a photo with one of the Disney characters who are always obliging. The park was clean and easy to navigate around the different lands using the maps provided. The main street parade and fireworks are a must at the end of the day. Food choices are pretty standard for an amusement park and you pay quite high prices too but I believe you can take food and drink in with you. We were staying at the Howard Johnson and went on a super hot day (over 40 deg celcius) so left for a late afternoon swim then came back once it had cooled down a bit and did our favourite rides all over again. If you're ever in Anaheim Disneyland and the adjoining California Adventure Park (more adult rides, Cars Land etc) are a must!",Disneyland_California
250866714,5,2015-1,United States,"I actually went Tuesday, after MLK day. Park was not busy, never waited more than 20 minutes for rides. Got pics with 16 characters. I wore my medals and they all acted very impressed and so nice. My favorite was having the mighty Thor gush over how strong I was. Several key rides were closed, but since the park had limited hours, it was a rush to do everything in one day. Rode almost every ride and saw two shows. Disney solo is awesome!",Disneyland_California
250865084,3,2015-1,Canada,It has become very commercialized.Disney is celebrating 50 years and looking at the uniforms it's definitely showing it's age.Along with the worn uniforms the staff appeared complacent with the exception of the characters.My children aged 14 and 11 did not find very many magical moments.,Disneyland_California
250861712,5,2014-12,Canada,"First time visit was in 2011 when my son was only 2. This time he was 5 years old and a lot of the rides are now available for him to ride and he was getting more comfortable. Still being 5 with so much excitement the energy drains rather quickly. We spent two days in the Adventure Park and that still wasn't enough. For anyone with the time I'd definitely recommend at least 3, 4, 5 days or might as well get the annual pass. Every single ride show is worth it. Being during Christmas the decorations were even more elaborate. For those that have never been and interested in seeing the light show in Adventure Park at a good spot, I recommend doing some research earlier so you get reserved seating with either a dining package or whatever. Those that want to see the parade at a good spot and visiting during high season, just sit down at a good spot early. Those that can afford it, stay in the hotels on site. Every minute in Disneyland (other than waiting in line, :)) is worth it.",Disneyland_California
250857961,4,2015-1,Canada,"For me Disneyland brought back a lot of happy family memories. There are many rides that have not changed. The ones that they have added in more recent years are good too. It was great to share new memories with our own family. Although our children are more familiar with the characters in California Adventure. Don't miss out on the  Frozen  fun in this park, if you have a fan in your family. I would especially recommend the show in Disneyland over the sing a long show in California Adventure. Try and go during the week, as it definitely tends to be less busy. Plan your budget accordingly and be prepared for sticker shock. If we went again we would probably bring our meals. We brought snacks and bottled water every day. Definitely a must, especially if travelling with kids.",Disneyland_California
250854168,5,missing,United States,I love going to Disneyland. I am on my second year for having an annual pass. Love that I do not fee I have to stay all day. I usually go on Saturday nights and spend a few hours. Love the firework shows and of course all the rides!,Disneyland_California
250809394,5,2014-12,United States,"nothing can be described in words about disneyland . Its just amazing . Its indeed ' the happiest place ' !!If you have kids and if its accessible , don't miss this . attractions not to miss here if you are in busy 1) Its a small world   go at least 2 times 2) Full round ride of the tram at night3) space mountain ( not for small kids)   the best and refreshing roller coaster ride 4) ToonsTown   you will find all your kids favorites here 5) fireworks 6) Parade",Disneyland_California
250770191,5,2015-1,United States,"everything about Disneyland is great!!!!! short lines, not a lot of people, splash mountain was closed so that was a bummer",Disneyland_California
250766119,5,2015-1,United States,"We have been to Disneyland a few times. Each time we love it!!Disney is immaculate.Disney cast members are so kind and cheerful. They are always happy to help A handful of the popular rides were closed for refurbishment on this visit (such as Haunted Mansion , Matterhorn, and Splash Mountain) so we revisited some of the same rides over and over. There is a  Frozen   sing along show that you need a FastPass to because it's very popular.Renting a wheelchair was easy. Cost $30. Really helped us get around with our special needs child.",Disneyland_California
250726277,4,2014-5,Australia,"It has been a childhood dream of mine to go to Disneyland, and finally at the age of 31 I was able to go there, and take my three children. We travelled from Australia, and it is a little different to what I expected. The Disneyland castle is tiny  little disappointed about that  it looks so much bigger in photos, lol. The rides are not exactly thrill rides, more little kids rides mostly, but the attention to detail is amazing, and makes It more like a fantasy. The main street parade lived up to expectations, and is a must see. Fireworks are also a must see, make sure you get there early for the best viewing, and make sure to find out exactly what nights the fireworks are on, as they are not on every night. Disneyland is huge, and you will need at least two days here, if not three!! Some of the lines for rides are ridiculously long, and there were a couple of the really popular rides that we went on as a solo rider, as you get on the ride much quicker as a solo rider. There was one ride that said it had an hour and a half wait, but as solo riders, we were on within about 15 mins. We didn't get to ride together, but still got to experience the ride without waiting in line for half the day! Some of the rides you can get a fast pass for, but we didn't get one. You had to buy the fast pass, and it would allocate a time for you to come back to ride, and you would get on quicker. We didn't want to have to commit to being back at a certain time, as we may have been in line for a different ride. We stayed at a hotel that was about a 10 min walk from Disneyland, so after lunch got a passout to go back to our hotel so my youngest could have a sleep, and we could have a rest, as it is a huge day! We would then go back to Disneyland and do the rest of the rides, have dinner, and see the fireworks. The kids really enjoyed meeting some of their favourite characters too. All in all, a great day",Disneyland_California
250686469,5,2015-1,United States,"We went this past weekend, Martin Luther King holiday. There was also a Star Wars marathon, which made the park very, very busy. It was a great time as always, even with all the chatter about Measles, there is no safety concern if you have had your shots. There is a lot being worked on in the park right now. The entire section by Splash Mountain, the Hungry Bear restaurant, Winnie the Poo and the store are all closed. The Matterhorn in also closed and will be for some tome. The Haunted Mansion was closed but should be open by now(Jan 23) Some time this month or next Peter Pan will be closed for a while. Make sure you check out Disney's website before you go so you know what will be closed.",Disneyland_California
250671958,5,2015-1,United States,"Always fantastic! Too bad it's so expensive. I understand the park entrance being expensive, but all the food is overpriced. Don't miss the wonderful live shows! Mickey and the Magical Map was a highlight!",Disneyland_California
250632613,5,2015-1,United States,"What can we say, Disneyland is great! It was a bummer that some of the great rides were closed but that's the price you pay going during the off season with small crowds. We had a great time.",Disneyland_California
250590966,4,missing,Nigeria,"Disneyland Park is nice though my children enjoyed DCA more. The evening parade was really amazing. Need to pack up lunch as food at both parks are really expensive.For more fun at any of the parks, add character dinning to your schedule, the children will love it and can get autographs and photos without having to wait in line. Staying at a disney hotel helped us as first time visitors. Could take sometime off to rest and return back to the park. But didn't like the fact that there was no microwave in the room.Remember to wear very comfortable shoes.",Disneyland_California
250588623,2,2014-12,Canada,"We spent 2 days here with my immediate family and extended family. It was so unbelievably full of people. I knew it was going to be busy, but it was really difficult to enjoy the park with that many people. Line ups ran 100 mins or more. The first day we were able to get our fast passes in the morning and we got times for 9:30pm. Some of the staff at the restaurants were absolutely done and didn't provide good service. The second day we just gave up, most rides were out of passes. I'm happy to say we all came back measles free from the recent outbreak. Lesson learned, we will never come to the Magical Kingdom for Christmas. I think it'll be another 5 years before I can consider coming back after that experience.",Disneyland_California
250574437,5,2015-1,New Zealand,"There arent enough superlatives for this place. We had 10 days in the two parks. Simply amazing from the rides, entertainment, character interactions, fireworks, shows and things to do. Just a shame its on the other side of the world!",Disneyland_California
250571224,1,2015-1,New Zealand,"Like California Adventure, Disneyland Park had far too many top attractions closed. This included The Matterhorn, The Haunted House, Winnie the Pooh, Splash Mountain and others. Very disappointing to pay full price for tickets only to find so many rides closed. Pick up your game Disney. You disappointed us big time!",Disneyland_California
250554553,5,missing,United States,"We signed up for vip tour for disneyland California. There is no review available on tripadvisor for VIP Disneyland so here is a review in the Orlando section. I have to admit I was nervous about spending a small fortune for a 7 hour tour of Disney and California adventure park. But we had only one day in Disney. To say the least, we had a really fantastic day. We spent Christmas eve at Disney with an excellent guide named Chad who efficiently brought us from place to place to maximize our time. He was friendly, knowledgeable, and helped us manage our way through the park efficiently with attention for each family member and the attractions they wanted to see. Chad recommended attractions that we may not have considered in advance that we ended up loving such as California soaring.The vip tour system maximizes use of the fast pass system which is available to everyone. But it sure helps to have an expert make it all easy and efficient. We went on as many rides as we wanted to by the end of the day . This is a true first class VIP experience. It may not to be for everyone's taste or wise budgetary choice. But for a holiday time day, for this family, it was just a perfect, full of plenty of smiles.",Disneyland_California
250529888,5,2014-12,Australia,"Nothing could have ever prepared our family for the sheer amazement we felt visiting the park for the first time. Friends who had been, raved and raved about the park but we didn't really understand their excitement about it all. Oh! Boy, now we sure do. It wouldn't matter what age you are, you would love Disneyland! We took our 5 & 7 year old boys and they had a blast. We had a 4 day pass and we there from dawn to dusk every day. I would recommended hiring a pram stroller if you have little ones as there is a LOT of ground to cover and walking does knock them around. Our 5 year old not was not keen to hop in (as strollers  were for babies  he said, but that thought quickly changed!). You can hire easily at main entrance. Book your restaurants you want to eat at for lunch or dinner as it is often a very long wait if you just turn up. Also booking the special night light shows through the restaurant gives you much better spots to stand sit see the shows. You can easily order Al Carte if you ask (you don't need to order off the set menu). The cleanliness, the design of all the buildings, the attention to detail, the rides and the whole atmosphere is amazing and 100% worth every cent. We would absolutely go again!! ",Disneyland_California
250493701,5,2014-12,United States,I loved Disney Land. It is clean and really brings out your inner child. I would spend every day here if I could!,Disneyland_California
250430172,4,2015-1,United States,"Two days in the park worked out well.We were there over a weekend so it was very crowded.I would recommend planning to visit during weekdays if possible.The weather was perfect,not too hot this time of year.Lots of dining options,but can be very spendy if you don't plan out your dining carefully. Many dining options outside of the park too.",Disneyland_California
250379621,4,2015-1,Canada,Research told me the slowest week of the year to go. It was great as a result. Do yourself the same favor. No ride with more than a 20 minute wait? Heck yes!,Disneyland_California
250375610,5,2015-1,United States,"We just got back from our long weekend visit. We did not realize that the Star Wars Half Marathon was taking place during our trip, but it really didn't cause that much of an issue. We stayed at a hotel outside of the park and had a 15 walk to the gates each day. Not bad at all. Disneyland is truly as magical as I remember, especially with a little one in tow. Our trip was my first time back in 13 years and this time our 2.5 year old daughter was with us. It was a busy weekend at the park, with Sunday being busier than Saturday, but we are so glad that we went.Before our trip, I read up on some mom blogs about the current ways of doing things at Disneyland with a toddler. I was determined to have our daughter meet Anna and Elsa, which required some planning. NOTE: The Anna and Elsa meet and greet moved to California Adventure at the beginning of this month. I had heard that a fastpass was now required in order to see Fantasmic and made sure that we got our fast passes as soon as we entered the park. We arrived early and got to see the rope drop, walked over to Frontierland, couldn't find the fastpass distribution for Fantasmic, and decided to hop on Pirates of the Caribbean. There was no line and it was wonderful quick walk to get on the boats. This was also our test to see if some of the rides might scare our daughter. I was happy that she loved Pirates and every other storybook ride she went on. Many friends have told me that their toddlers are scared of storybook rides, so I was following our daughter's lead. After Pirates, we asked cast members where we could find the fastpass and they directed us right there. We tried to do all the rides in one land before we moved on to another, and the park got busier as the day went on. There is tons of stroller parking. Sometimes the cast members will move strollers around, so don't panic if you come out of a ride and your stroller isn't right where you left it. Also be wise and take any valuables with you. The park gets cold at night, so bring a blanket with you and you are also allowed to bring food and drinks in, and lots of snacks helps keep a toddler content for longer periods of time. Our daughter kept going until she eventually passed out in the her stroller. Other parents have said that it's better for them to return to their hotel for a few hours mid day for their child to take a nap. Our group consisted of four adults and one toddler, and all of us are in agreement that the cast members could not have been more helpful. They were accommodating as could be and so very friendly. They smiled when I pulled our my Lysol wipes before every ride. Crazy mom   I know. They were so kind and talkative with our daughter and the Disney characters completely knew how to approach her if she looked timid, and they added so much to her experience. We managed to happen upon the parade as we tried to get from Tomorrowland to Adventureland, and it turned out to be great parade viewing without having to reserve our spot far in advance.Before your trip, make sure to look at the Disneyland website so that you know what rides and attractions will be closed for refurbishment in order to lessen any chance for disappointment. Also, if you are hoping to have a sit down meal in one of the restaurants at the park   plan ahead. We tried to walk up to Big Thunder Ranch BBQ at dinner time and were told that they were completed booked, so we scheduled a 3:40 lunch reservation for the next day. We had scheduled two character meals ahead of time, and they were such fun! It also helps to arrive at the park with some sort of a plan   goals for the day, things you don't want to miss, etc. but be flexible with kids. Make sure to use the fastpasses to your advantage. Parents with young kids can do a rider swap on most rides that little ones can't go on. We realized that the second day and would have done things differently the first day if we knew that. Overall, we had an amazing time and can't wait to go back!",Disneyland_California
250371418,5,2014-6,United States,"Me and my family OF 6, stayed 4 DAYS at the parks, we really had a GREAT deal(COUPONS TO EAT). We walked for days but stopped often at water attractions to refresh AND get wet.. The food was GOOD. We also went to LAGUNA BEACH(TOO MUCH SEEWEED), but enjoyed the day..We rented beach chairs(KINDA PRICEY). I wanted to go to LAGUANA BEACH, but we didnt (MY REGRET) because I heard its party time there and when I look at TV shows it seems to be the HAPPENING beach. We visited a church that was very warm and pleasant(I LOVE to visit different churches if we are there on a SUNDAY). That was my 1ST time in CALI. We also went to HOLLYWOOD(wax museum toured the city on a tour bus, went down RODEO DRIVE(did not but anything(LOL), ate at hard rock, and enjoyed the time spent. The people were LIVELY AND FULL OF SPARKLES! We Visited 2013 in June.",Disneyland_California
250333008,5,missing,Canada,"Love this place! Sure it can be tiring but just when you think you can't walk another step, there's plenty of shows to sit and enjoy, and recharge your batteries! Also love how they look after everyone of all abilities. Anyone that needs a little extra assistance gets loaded onto all rides quickly and easily. Nobody feels left out at Disney!",Disneyland_California
250323714,5,2014-2,Bangladesh,Only one day is not enough to visit the whole Disneyland. Weekends are very crowded. Tourists may choose weekdays and should start early morning. Go through the map and schedule and then start the journey who are going for the first time. Don't miss the parade! Take a suitable place and sit back for the parade.,Disneyland_California
250270881,5,2014-12,United States,"As a native Southern Californian who has lived out of the country for the last 16 years, within my first 5 mos of being back to this area, I purchased an annual pass for Disneyland (knowing full well that all of my fellow Canadians will be wanting to visit and have me take them to Disneyland!). Even while living in Canada, I made multiple trips with my kids to Disneyland. I grew up there and even as a later middle aged woman, I still adore it. My physical condition doesn't allow me to go on ALL rides anymore (bad back), but there is so much to do that I can avoid the more challenging rides and enjoy other activities. Disney has always been, for me, the Happiest Place on Earth, and I have attended at all times of the year. My recommendation is the check the online schedule posted by Disney that shows lighter attendance days and plan your trip accordingly. I took 3 18 year olds on New Year's Eve and the 2 days preceeding and they actually closed the park due to being at capacity. That is a SEA OF PEOPLE, folks, and LONG lineups. I'm about to return in a week (January) and take my 99 year old father and a visitor from Canada and the schedule indicates a much lower attendance which will help with the leisurely pace that we need to go at. I feel so fortunate as to live in a time with Disney magic! Walt created quite the fabulous playground for kids AND adults!",Disneyland_California
250252801,5,2014-10,United States,"I hear too often that Disneyland is too expensive. I agree it is pricey, but compared to the service, cleanliness and atmosphere of other cheaper amusement parks, it is by far worth the extra cost. If you are staying close by, come early and go take the kids home for a short nap in the afternoon. Make sure to catch the parades and the fireworks. Notice how many workers are there to help you and your kids at a moment's notice. Most of all, have fun!",Disneyland_California
250249178,3,2015-1,United States,"The park was very busy on Saturday and Sunday and was made busier due to multiple rides being closed for refurbishment including Haunted Mansion, Matterhorn, Splash Mountain and Winnie the Pooh. We were able to have a good time late at night on Sunday and early in the morning on Monday. The rest of the time was way too busy. ",Disneyland_California
250248571,5,2015-1,United States,"What is there to say about Disneyland? My husband and I are Disneyland junkies and went for his special birthday, we are senior citizens, and had a blast. My only complaint is the many people who stand around on their cell phones...what did they do before phones? And the many young couples who bring their newborn babies and HUGE strollers. Do the babies really enjoy the park? It is a magical place and the crowds over the years have gotten much bigger and ruder. But we will always go back, as long as we can still get around! It won't be in the summer or during Spring Break....that's why we went in January. The crowds were a little lighter, but still somewhat busy.",Disneyland_California
250239221,5,2015-1,United States,"This park is like no other. There is a definite feeling when you enter the gates and all your troubles stay out and have a hard time following you. I love feeling like a kid again and love reliving the many trips we have had to this park, the old memories and the new ones we make each time. Thanks Walt for creating a little piece of Heaven for me and my family to come home to each summer..and the occasional impromptu trip in January!!",Disneyland_California
250235393,5,2014-12,Australia,"Every time we travel to LA we go to Disneyland, which is saying something for 2 grown adults, its our chance to just be 2 big kids for the day!We also stay in Anaheim within walking distance of the park so we don't have to drive but from what I can see there is plenty of parking.For the 2 of us we just book a 1 Day Park Hopper Pass so we can do both Disneyland and California Park. Start early and get as many Fast Passes as you can and be prepared to go all day. I've only ever found one Starbucks outlet in California Park, otherwise its hard to find a half decent coffee anywhere.We visited mid December and it was an overcast day with a forecast of rain (it did rain a bit) and as a result the lines were much shorter. It made a massive difference to our previous visits so if you are prepared to put up with a bit of rain for the sake of shorter lines I highly recommend it.",Disneyland_California
250225290,5,2015-1,United States,"Vacationed here with my kiddos  aged 6 & 11. We are from Kansas and this our first trip to the park. I cannot say enough. I did not have one bad experience from the cast members. Rides were memorable and didn't have any complaints from the kiddos.It is a tourist attraction so some things can be pricey, but I felt the price was worth it.We wanted to come in January so there were fewer people and am glad we did. Average wait for rides was 30 minutes, with the exception of a few, but those had Fast Passes that we were able to utilize. We were able to do almost everything that we wanted to do in 1 day, although next time I would schedule 2 days for DisneyLand and 1 day for California Adventure Park.",Disneyland_California
250213042,3,missing,United Kingdom,"Love disneyland, had a great day walking around wearing Mickey and Minnie ears on our honeymoon.Positives: classic disneyland magic! Staff are all really friendly and helpful. Once you're on the rides they're great! There is something really special about the original disneyland that you can't find anywhere else! So much fun exploring the different kingdoms because of the variety and the amazing settings. Negatives: so much queuing   we probably queued for around 70% of our time there which gets real old real fast. Don't bother queuing for the haunted house, it's pretty rubbish. The food is insanely overpriced and pretty pants (also queue for this).",Disneyland_California
250203147,5,2015-1,United States,"Love it, we have made special trips to Disneyland for the past 6 years. We have been there over 20 times. Since we live in Utah this is no small feat. We love the atmosphere and the fun things to do for everyone in the family. Very family friendly and good for kids of all ages. ",Disneyland_California
250201620,5,2015-1,United States,Sunday was a bit packed with the holiday weekend and the racers. Still had a great time even though there were a lot of ride closures gearing up for the 60th anniversary celebration. Park was pretty clean despite the crowds wish some of the closures had been staggered a bit more though.,Disneyland_California
250164954,5,2015-1,United Kingdom,"My 4th trip to Disneyland and this time with my daughter, her husband, and my grandson. My grandson is almost 9 and knew which rides he did and didn't want to go on. The lines kept moving. He asked why we had to go up and down stairs and walk in lines to get to the ride. Answered 'crowd control'. The park is the best at this and makes you feel like you're almost at the ride. The only down side is the sandwich I had at the bakery. Dry turkey meat and bread. Was pre made and had little flavor. Disneyland should be able to do better and make up sandwiches as ordered. But as my grandson said, 'it's the second happiest place on earth.' I asked him what was the first. He responded 'Home!' The trip is a wonderful memory.",Disneyland_California
250160445,5,2014-2,Canada,We have been to Disney 3 times and January was our favorite time of year. Although some of the water rides were closed we really enjoyed the quiet atmosphere.The weather was nice (approx 20 Celsius)There are no line ups and you can easily maneuver the park without having to deal with crowds. We have also been in August and some of the line ups were over an hour long with shoulder to shoulder crowds everywhere. We felt much more comfortable letting our teens go off on their own to explore in January.,Disneyland_California
